long_drug,cas_no,db_name,dbid,ind,doid,ind_type,long_ind
Tiotropium bromide,186691-13-4,Tiotropium,DB01409,cystic fibrosis,doid:1485,repositioned,To improve pulmonary function in conjunction with standard therapy in the management of patients with cystic fibrosis
Tobramycin,32986-56-4,Tobramycin,DB00684,primary bacterial infectious disease,doid:0050338,original,TOBI© is indicated for the management of cystic fibrosis patients with Pseudomonas aeruginosa.
Tobramycin,32986-56-4,Tobramycin,DB00684,bronchiectasis,doid:9563,repositioned,Treatment of bronchiectasis patients infected with Pseudomonas aeruginosa.
Tofisopam,22345-47-7,Tofisopam,DB08811,anxiety disorder,doid:2030,original,Anxiety-related conditions
Tofisopam,22345-47-7,Tofisopam,DB08811,irritable bowel syndrome,doid:9778,repositioned,Irritable bowel syndrome
Topiramate,97240-79-4,Topiramate,DB00273,epilepsy,doid:1826,original,Epilepsy
Topiramate,97240-79-4,Topiramate,DB00273,obesity,doid:9970,repositioned,Obesity
Toremifene,89778-26-7,Toremifene,DB00539,breast cancer,doid:1612,original,Treatment of metastatic breast cancer in postmenopausal women with estrogen positive or receptor unknown tumors.
Toremifene,89778-26-7,Toremifene,DB00539,Desmoid tumor,,repositioned,Treatment of desmoid tumors.
Tramadol hydrochloride,27203-92-5,Tramadol,DB00193,**Analgesic**,,original,Management of moderate to moderately severe pain in adults.
Tramadol hydrochloride,27203-92-5,Tramadol,DB00193,postherpetic neuralgia,,repositioned,Management of postherpetic neuralgia
Tramadol hydrochloride,27203-92-5,Tramadol,DB00193,neuropathy,doid:870,repositioned,Treatment of painful HIV-associated neuropathy
Tranexamic acid,1197-18-8,Tranexamic Acid,DB00302,inherited blood coagulation disease,doid:2214,original,Tranexamic acid Injection is indicated in patients with hemophilia for short-term use (two to eight days) to reduce or prevent hemorrhage and reduce the need for replacement therapy during and following tooth extraction.
Tranexamic acid,1197-18-8,Tranexamic Acid,DB00302,female reproductive system disease,doid:229,original,Tranexamic acid tablets is indicated for the treatment of cyclic heavy menstrual bleeding
Tranexamic acid,1197-18-8,Tranexamic Acid,DB00302,angioedema,doid:1558,repositioned,Treatment of hereditary angioneurotic edema.
Tranexamic acid,1197-18-8,Tranexamic Acid,DB00302,,,repositioned,Treatment of patients undergoing prostatectomy where there is hemorrhage or risk of hemorrhage as a result of increased fibrinolysis or fibrinogenolysis.
Trastuzumab,180288-69-1,Trastuzumab,DB00072,breast cancer,doid:1612,original,"As a single agent it is indicated for the treatment of patients with metastatic breast cancer whose tumors overexpress the HER2 protein and who have received one or more chemotherapy regimens for their metastatic disease. In combination with paclitaxel, it is indicated for treatment of patients with metastatic breast cancer whose tumors overexpress the HER2 protein and who have not received chemotherapy for their metastatic disease. "
Trastuzumab,180288-69-1,Trastuzumab,DB00072,stomach cancer,doid:10534,repositioned,"Treatment of HER2-overexpressing advanced adenocarcinoma of the stomach, including gastroesophageal junction"
Trastuzumab,180288-69-1,Trastuzumab,DB00072,pancreatic cancer,doid:1793,repositioned,Treatment of patients with pancreatic cancer that overexpress p185HER2.  
Tretinoin,302-79-4,Tretinoin,DB00755,acute promyelocytic leukemia,doid:0060318,original,Tretinoin capsule is indicated for induction of remission in patients with acute promyelocytic leukemia who are refractory to or unable to tolerate anthracycline based cytotoxic chemotherapeutic regimens.
Tretinoin,302-79-4,Tretinoin,DB00755,cutaneous T cell lymphoma,doid:0060061,repositioned,Treatment of T-cell  non-Hodgkin's lymphoma
Tretinoin,302-79-4,Tretinoin,DB00755,leukemia,doid:1240,repositioned,Treatment of acute and chronic leukemia.
Tretinoin,302-79-4,Tretinoin,DB00755,squamous cell neoplasm,doid:3168,repositioned,Treatment of squamous metaplasia of the ocular surface epithelia (conjunctiva and/or cornea) with mucous deficiency and keratinization.
Trimetrexate,52128-35-5,Trimetrexate,DB01157,pneumocystosis,doid:11339,original,"Concurrent leucovorin administration as an alternative therapy for the treatment of moderate to severe Pneumocystis carinii pneumonia in immunocompromised patients including patients with the acquired immunodeficiency syndrome, who are intolerant of, or are refractory to, trimethoprim-sulfamethoxazole therapy or for whom trimethoprim-sulfamethoxazole is contraindicated."
Trimetrexate,52128-35-5,Trimetrexate,DB01157,carcinoma,doid:305,repositioned,"Treatment of metastatic carcinoma of the head and neck (i.e. buccal cavity, pharynx, and larynx)."
Trimetrexate,52128-35-5,Trimetrexate,DB01157,osteosarcoma,doid:3347,repositioned,Treatment of metastatic osteogenic sarcoma.
Trimetrexate,52128-35-5,Trimetrexate,DB01157,pancreatic adenocarcinoma,doid:4074,repositioned,Treatment of pancreatic adenocarcinoma.
Trimetrexate,52128-35-5,Trimetrexate,DB01157,non-small cell lung carcinoma,doid:3908,repositioned,Treatment of patients with advanced non-small cell carcinoma of the lung.
Triptorelin pamoate,57773-63-4,Triptorelin,DB06825,prostate cancer,doid:10283,original,Palliative treatment of advanced prostate cancer.
Triptorelin pamoate,57773-63-4,Triptorelin,DB06825,ovary epithelial cancer,doid:2152,repositioned,For use in the palliative treatment of advanced ovarian carcinoma of epithelial origin.
Urofollitropin,146479-72-3,Urofollitropin,DB00094,anovulation,doid:3781,original,"Bravelle administered SC or IM in conjunction with hCG, is indicated for: 1.ovulation induction in patients; 2. multiple follicular development (controlled ovarian stimulation) during ART cycles, in patients who have previously received pituitary suppression."
Urofollitropin,146479-72-3,Urofollitropin,DB00094,polycystic ovary syndrome,doid:11612,original,For induction of ovulation in patients with polycystic ovarian disease who have an elevated LH/FSH ratio and who have failed to respond to adequate clomiphene citrate therapy.
Urofollitropin,146479-72-3,Urofollitropin,DB00094,male infertility,doid:12336,repositioned,"For the initiation and re-initiation of spermatogenesis in adult males with reproductive failure due to hypothalamic or pituitary dysfunction, hypogonadotropic hypogonadism."
Ursodiol,128-13-2,Ursodeoxycholic acid,DB01586,cholelithiasis,doid:10211,original,"1. Ursodiol is indicated for patients with radiolucent, noncalcified gallbladder stones < 20 mm in greatest diameter in whom elective cholecystectomy would be undertaken except for the presence of increased surgical risk due to systemic disease, advanced age, idiosyncratic reaction to general anesthesia, or for those patients who refuse surgery. 2.Ursodiol is indicated for the prevention of gallstone formation in obese patients experiencing rapid weight loss."
Ursodiol,128-13-2,Ursodeoxycholic acid,DB01586,primary biliary cirrhosis,doid:12236,original,URSO 250© and URSO Forte© (ursodiol) tablets are indicated for the treatment of patients with primary biliary cirrhosis.
Ursodiol,128-13-2,Ursodeoxycholic acid,DB01586,cystic fibrosis,doid:1485,repositioned,Treatment of cystic fibrosis liver disease
"Valproic acid, sodium",99-66-1,Valproic Acid,DB00313,bipolar disorder,doid:3312,original,"Divalproex sodium extended-release is indicated for the treatment of acute manic or mixed episodes associated with bipolar disorder, with or without psychotic features. It is indicated for prophylaxis of migraine headaches in adults. It is indicated as monotherapy and adjunctive therapy in the treatment of adults and children 10 years of age or older with complex partial seizures that occur either in isolation or in association with other types of seizures. It is also indicated for use as sole and adjunctive therapy in the treatment of simple and complex absence seizures in adults and children 10 years of age or older, and adjunctively in adults and children 10 years of age or older with multiple seizure types that include absence seizures."
"Valproic acid, sodium",99-66-1,Valproic Acid,DB00313,migraine,doid:6364,original,"Divalproex sodium extended-release is indicated for the treatment of acute manic or mixed episodes associated with bipolar disorder, with or without psychotic features. It is indicated for prophylaxis of migraine headaches in adults. It is indicated as monotherapy and adjunctive therapy in the treatment of adults and children 10 years of age or older with complex partial seizures that occur either in isolation or in association with other types of seizures. It is also indicated for use as sole and adjunctive therapy in the treatment of simple and complex absence seizures in adults and children 10 years of age or older, and adjunctively in adults and children 10 years of age or older with multiple seizure types that include absence seizures."
"Valproic acid, sodium",99-66-1,Valproic Acid,DB00313,epilepsy,doid:1826,original,"Divalproex sodium extended-release is indicated for the treatment of acute manic or mixed episodes associated with bipolar disorder, with or without psychotic features. It is indicated for prophylaxis of migraine headaches in adults. It is indicated as monotherapy and adjunctive therapy in the treatment of adults and children 10 years of age or older with complex partial seizures that occur either in isolation or in association with other types of seizures. It is also indicated for use as sole and adjunctive therapy in the treatment of simple and complex absence seizures in adults and children 10 years of age or older, and adjunctively in adults and children 10 years of age or older with multiple seizure types that include absence seizures."
"Valproic acid, sodium",99-66-1,Valproic Acid,DB00313,familial adenomatous polyposis,doid:0050424,repositioned,Treatment of familial adenomatous polyposis
"Valproic acid, sodium",99-66-1,Valproic Acid,DB00313,fragile X syndrome,doid:14261,repositioned,Treatment of fragile X syndrome.
Vorinostat,149647-78-9,Vorinostat,DB02546,cutaneous T cell lymphoma,doid:0060061,original,"Treatment of cutaneous manifestations in patients with cutaneous T-cell lymphoma  who have progressive, persistant or recurrent disease on or following two systemic therapies."
Vorinostat,149647-78-9,Vorinostat,DB02546,malignant mesothelioma,doid:1790,repositioned,Treatment of mesothelioma
Vorinostat,149647-78-9,Vorinostat,DB02546,multiple myeloma,doid:9538,repositioned,Treatment of multiple myeloma
Zidovudine,30516-87-1,Zidovudine,DB00495,cancer,doid:162,original,Cancer
Zidovudine,30516-87-1,Zidovudine,DB00495,human immunodeficiency virus infectious disease,doid:526,repositioned,HIV/AIDS
Zidovudine,30516-87-1,Zidovudine,DB00495,acquired immunodeficiency syndrome,doid:635,repositioned,HIV/AIDS
buprenorphine,52485-79-7,Buprenorphine,DB00921,**Analgesic**,,original,pain
buprenorphine,52485-79-7,Buprenorphine,DB00921,opiate dependence,doid:2559,repositioned,opiate addiction
bupropion,34841-39-9,Bupropion,DB01156,mental depression,doid:1596,original,depression
bupropion,34841-39-9,Bupropion,DB01156,nicotine dependence,doid:0050742,repositioned,smoking cessation
doxycycline,564-25-0,Doxycycline,DB00254,bacterial infectious disease,doid:104,original,bacterial infection
doxycycline,564-25-0,Doxycycline,DB00254,periodontitis,doid:824,repositioned,periodontitis
miltefosine,58066-85-6,Miltefosine,DB09031,cancer,doid:162,original,cancer
miltefosine,58066-85-6,Miltefosine,DB09031,leishmaniasis,doid:9065,repositioned,leishmaniasis
ropinirole,91374-21-9,Ropinirole,DB00268,hypertension,doid:10763,original,hypertension
ropinirole,91374-21-9,Ropinirole,DB00268,Parkinson's disease,doid:14330,repositioned,Parkinson's disease
ropinirole,91374-21-9,Ropinirole,DB00268,restless legs syndrome,doid:0050425,repositioned,restless leg syndrome
