CUI	SAB	CODE	STR
C0268079	HPO	HP:0003109	Phosphaturia
C0347959	HPO	HP:0003128	Lactic acidemia
C0020445	HPO	HP:0003141	Increased beta-lipoproteins
C0750857	HPO	HP:0003155	Hyperphosphatasia
C4021739	HPO	HP:0003170	Acetabular abnormality
C1860796	HPO	HP:0003182	Shallow acetabulae
C1837108	HPO	HP:0003199	Underdeveloped muscles
C0541794	HPO	HP:0003202	Muscle atrophy
C0541794	HPO	HP:0003202	Muscle hypotrophy
C1836852	HPO	HP:0003205	Intracellular curvilinear profiles on ultrastructural analysis
C0236175	HPO	HP:0003212	High immunoglobulin E
C1839533	HPO	HP:0003217	High plasma glutamine
C0376628	HPO	HP:0003220	Chromosome breakage
C0376628	HPO	HP:0003220	Multiple chromosomal breaks
C0241005	HPO	HP:0003236	Elevated serum creatine kinase
C0700225	HPO	HP:0003259	Increased creatinine
C4021734	HPO	HP:0003287	Mitochondrial dysfunction
C4021733	HPO	HP:0003297	Lysinuria
C1842153	HPO	HP:0003301	endplate irregularities
C1842153	HPO	HP:0003301	irregular vertebral plates
C0038016	HPO	HP:0003302	Spondylolithesis
C1845206	HPO	HP:0003351	Suppressed plasma renin activity
C0037221	HPO	HP:0003363	Situs inversus viscerum
C1842155	HPO	HP:0003370	Flat capital femoral epiphyses
C4021728	HPO	HP:0003403	EMG: decremental response of CMAP to repetitive nerve stimulation
C1861329	HPO	HP:0003416	Spinal stenosis
C4021727	HPO	HP:0003445	EMG: neurogenic findings
C0158775	HPO	HP:0003468	Vertebral anomalies
C0020580	HPO	HP:0003474	Hypoaesthesia
C1843077	HPO	HP:0003481	Segmental demyelination/remyelination
C0034935	HPO	HP:0003487	Extensor plantar reflexes
C0034935	HPO	HP:0003487	Extensor plantar responses
C0151480	HPO	HP:0003493	Elevated antinuclear antibody
C1848580	HPO	HP:0003524	Decreased activity of methionine synthase
C1855853	HPO	HP:0003540	Platelet aggregation defect
C0427063	HPO	HP:0003547	Shoulder girdle weakness
C1836057	HPO	HP:0003555	Fibre splitting
C0240671	HPO	HP:0003645	Abnormal partial thromboplastin time
C1842170	HPO	HP:0003687	Centralized nuclei
C0240953	HPO	HP:0003691	Scapula alata
C1389113	HPO	HP:0003700	Diffuse muscle wasting
C0221629	HPO	HP:0003701	Proximal limb weakness
C1842161	HPO	HP:0003704	Neurogenic scapuloperoneal syndrome
C1855578	HPO	HP:0003710	Muscle cramps following exercise
C1855578	HPO	HP:0003710	Muscle cramps on exertion
C2265792	HPO	HP:0003712	Hypertrophic muscles
C1847766	HPO	HP:0003724	Shoulder-girdle muscle atrophy
C1857657	HPO	HP:0003758	Reduced subcutaneous fat
C1841648	HPO	HP:0003778	Short mandibular ramus
C0037036	HPO	HP:0003781	Hypersalivation
C3808039	HPO	HP:0003798	Nemaline rods
C1868549	HPO	HP:0003799	Marked retardation in skeletal maturation
C1853932	HPO	HP:0003805	'rimmed vacuoles' on biopsy
C1839039	HPO	HP:0003812	Highly variable clinical phenotype
C1850667	HPO	HP:0003812	Highly variable phenotype and severity
C1866210	HPO	HP:0003812	Highly variable phenotype, even within families
C4021720	HPO	HP:0003850	Irregular metaphyses of the upper limbs
C4021712	HPO	HP:0003894	Delayed maturation/delayed ossification of the humeral epiphyses
C4021706	HPO	HP:0003913	Irregular humeral metaphyses
C2678397	HPO	HP:0003982	Absent ossification/absent ulna
C4021697	HPO	HP:0003991	Sclerotic ulna
C4021693	HPO	HP:0004014	Wide radial epiphyseal plates
C1850049	HPO	HP:0004209	Bilateral fifth digit clinodactyly
C4021677	HPO	HP:0004216	Lytic defects of the phalanges of the little finger
C4021676	HPO	HP:0004218	Symphalagism of the little finger
C1834060	HPO	HP:0004220	Hypoplastic/small middle phalanx of the little finger
C4021672	HPO	HP:0004226	Curved terminal phalanx of the little finger
C1836674	HPO	HP:0004227	Hypoplastic/small terminal phalanx of the little finger
C1836674	HPO	HP:0004227	Short distal phalanx of the fifth finger
C1847190	HPO	HP:0004253	Absent trapezium bone
C4021668	HPO	HP:0004257	Delayed maturation of the trapezoid bone
C0559106	HPO	HP:0004309	Preexcitation
C0162539	HPO	HP:0004315	Decreased serum IgG
C1834934	HPO	HP:0004384	Type 1 truncus arteriosus
C0677598	HPO	HP:0004446	erythrocyte stomatocytes
C1836678	HPO	HP:0004452	Malformed ossicles
C1836678	HPO	HP:0004452	Ossicular malformation
C0155411	HPO	HP:0004459	External auditory canal exostoses
C0546969	HPO	HP:0004467	Preauricular fistulas
C1859896	HPO	HP:0004481	Macrocephaly, progressive
C1855233	HPO	HP:0004491	Large posterior fontanel
C0597167	HPO	HP:0004510	Hyperplastic islets of langerhans
C1850293	HPO	HP:0004565	platyspondyly, extreme
C1839822	HPO	HP:0004611	Anteriorly concave vertebrae
C0432040	HPO	HP:0004691	2-3 toe soft tissue syndactyly
C1837836	HPO	HP:0004692	Syndactyly of toes 4 and 5
C1865877	HPO	HP:0004734	Multiple renal cortical microcysts
C0268743	HPO	HP:0004746	Membranoproliferative glomerulonephritis type II
C1873509	HPO	HP:0004782	Scalp hypotrichosis
C1860244	HPO	HP:0004794	Malrotation of the small intestine
C0271901	HPO	HP:0004840	Hypochromic, microcytic anemia
C0265908	HPO	HP:0004935	Pulmonary atresia
C0003855	HPO	HP:0004947	Arteriovenous fistulas
C0159970	HPO	HP:0004976	Dislocations of the knees
C1848840	HPO	HP:0004977	Bilateral absence of radius
C1865128	HPO	HP:0005043	Irregular proximal humeral metaphyses
C2674451	HPO	HP:0005084	Anterior dislocation of radial head
C0018780	HPO	HP:0005101	Progressive high-frequency hearing loss
C0264913	HPO	HP:0005172	Left posterior hemiblock
C0018924	HPO	HP:0005261	Spontaneous joint hemorrhage
C4021638	HPO	HP:0005273	Absent nasal septum
C0085666	HPO	HP:0005306	Capillary hemangioma
C1857710	HPO	HP:0005328	Aged facial appearance
C1849242	HPO	HP:0005372	Reduced B cell function
C1970263	HPO	HP:0005381	Increased susceptibility to neisseria meningitidis infections
C1860128	HPO	HP:0005401	Frequent candida infections
C1835686	HPO	HP:0005406	Recurrent cutaneous pyogenic infections
C1835686	HPO	HP:0005406	Recurrent pyogenic skin infections
C3151083	HPO	HP:0005430	Episodes of neisserial infection
C1833762	HPO	HP:0005474	Undermineralized calvarium
C0860904	HPO	HP:0005479	Decreased IgE
C1847514	HPO	HP:0005484	Microcephaly, acquired
C1849478	HPO	HP:0005502	Increased erythrocyte osmotic fragility
C0272340	HPO	HP:0005527	Fitzgerald factor deficiency
C1849765	HPO	HP:0005564	Loss of corticomedullary differentiation
C1842036	HPO	HP:0005600	Giant pigmented nevus
C0545053	HPO	HP:0005616	Advanced bone age
C0023234	HPO	HP:0005743	Perthes-like femoral head changes
C4021622	HPO	HP:0005768	Soft tissue syndactyly of toes 2, 3, and 4
C1832117	HPO	HP:0005792	Short humeri
C1846950	HPO	HP:0005819	Brachymesophalangy
C4021620	HPO	HP:0005824	Clinodactyly of second toes
C4021619	HPO	HP:0005856	Ulnar dislocation of radial heads
C1393871	HPO	HP:0005879	Congenital finger contractures
C3276324	HPO	HP:0005900	Fifth metacarpal notched on ulnar side
C0221352	HPO	HP:0006101	Partial syndactyly
C1856912	HPO	HP:0006110	Disproportionately short middle phalanges
C1840088	HPO	HP:0006248	Limited movement of the wrist
C0235971	HPO	HP:0006254	Increased levels of alpha fetoprotein
C4021604	HPO	HP:0006261	Abnormality of the small joints of the hand
C1840235	HPO	HP:0006315	Single median maxillary central incisor
C0409355	HPO	HP:0006380	Knee flexion contractures
C0409355	HPO	HP:0006380	Knee flexion deformity
C4021599	HPO	HP:0006398	Flattened distal femoral epiphyses
C1849016	HPO	HP:0006429	Wide femoral neck
C1868578	HPO	HP:0006443	Absent patellae
C1865571	HPO	HP:0006495	Absent-hypoplastic ulnae
C4021595	HPO	HP:0006500	Abnormality involving the epiphyses of the lower limbs
C0876973	HPO	HP:0006532	Pulmonary infections
C4021591	HPO	HP:0006571	Hepatic ductopenia
C0426811	HPO	HP:0006585	Pseudoarthrosis of clavicle
C1827524	HPO	HP:0006610	Widely-spaced nipples
C1847363	HPO	HP:0006712	Hypoplastic or missing ribs
C1866555	HPO	HP:0006715	Tympanic nerve tumors
C0241961	HPO	HP:0006772	Angiomyolipoma
C4021586	HPO	HP:0006818	Lissencephaly, type I
C0151311	HPO	HP:0006824	Cranial nerve paresis
C4021583	HPO	HP:0006937	Decreased distal touch sense
C1855568	HPO	HP:0006961	Jerking head movements
C0431369	HPO	HP:0006989	Dysplasia of corpus callosum
C0344307	HPO	HP:0007021	Absence of pain sensation
C1835194	HPO	HP:0007074	Abnormal size of corpus callosum
C1835194	HPO	HP:0007074	Large corpus callosum
C0750929	HPO	HP:0007099	Chiari I malformation
C1112256	HPO	HP:0007141	Mixed polyneuropathy
C0154671	HPO	HP:0007313	Neuroaxonal degeneration in the brain
C1836296	HPO	HP:0007340	Muscle weakness in lower limbs
C0858684	HPO	HP:0007380	Facial telangiectatic vessels
C2673597	HPO	HP:0007383	Congenital localized skin absence
C4021575	HPO	HP:0007447	Hyperkeratosis, diffuse palmoplantar
C0079153	HPO	HP:0007475	Epidermolytic hyperkeratosis
C0432333	HPO	HP:0007477	Dermatoglyphic abnormalities
C0079154	HPO	HP:0007479	Congenital non-bullous ichthyosis
C0241267	HPO	HP:0007485	General absence of subcutaneous fat
C2751873	HPO	HP:0007514	Edema of dorsum of hands and feet
C1856714	HPO	HP:0007517	Increased wrinkles of palms and soles
C1856714	HPO	HP:0007517	Wrinkled palms and soles
C4021570	HPO	HP:0007688	Absent cone and rod functions by electroretinogram (ERG)
C1836926	HPO	HP:0007737	Bone corpuscle fundus pigmentation
C1836926	HPO	HP:0007737	Retinal bone corpuscle pigmentation
C1835148	HPO	HP:0007776	Partial absence of lower eyelashes
C0152200	HPO	HP:0007803	Complete achromatopsia
C3495438	HPO	HP:0007868	Senile macular degeneration
C0151891	HPO	HP:0007894	Decreased retinal pigmentation
C1866805	HPO	HP:0007946	Narrow palpebral fissure, unilateral
C1860344	HPO	HP:0007990	Hypoplastic iris stoma
C0151572	HPO	HP:0008000	Reduced corneal reflex
C0020757	HPO	HP:0008064	Ichthyosiform abnormality of the skin
C0037286	HPO	HP:0008069	Tumor of the skin
C1867932	HPO	HP:0008079	Absent 5th metatarsals
C1846853	HPO	HP:0008103	Tarsal delayed ossification
C1835574	HPO	HP:0008127	Extra calcaneal ossification center
C1844848	HPO	HP:0008131	Punctate calcifications of tarsals
C4021554	HPO	HP:0008134	Irregular tarsal centers
C4021553	HPO	HP:0008153	Hypokalemic periodic paresis
C4021551	HPO	HP:0008187	No secondary sexual characteristics at puberty
C0405580	HPO	HP:0008207	Adrenocortical insufficiency
C1833054	HPO	HP:0008220	Decreased cortisol production
C4021550	HPO	HP:0008232	Elevated follicle-stimulating hormone
C3665349	HPO	HP:0008245	Thyroid stimulating hormone deficiency
C0206667	HPO	HP:0008256	Adrenocortical adenomas
C1704380	HPO	HP:0008341	Renal tubular acidosis, type I
C4021542	HPO	HP:0008390	Recurrent shedding of toenails and fingernails
C1835764	HPO	HP:0008438	Vertebral arch abnormalities
C1832598	HPO	HP:0008450	Narrow interpedicular space
C2750604	HPO	HP:0008501	Midline cleft lip/palate
C0452136	HPO	HP:0008513	Bilateral conductive hearing loss
C1865866	HPO	HP:0008527	Congenital sensorineural deafness
C0152423	HPO	HP:0008551	Small pinnae
C0152423	HPO	HP:0008551	Underdeveloped ears
C1968811	HPO	HP:0008593	Enlarged antitragus
C0022672	HPO	HP:0008682	Renal tubular necrosis
C0241355	HPO	HP:0008734	Small testes
C3536734	HPO	HP:0008839	Hypoplastic pelvic bones
C0029410	HPO	HP:0008843	Osteoarthritis of hip
C1849937	HPO	HP:0008873	Brachymelic dwarfism
C1849937	HPO	HP:0008873	Micromelic dwarfism
C1859778	HPO	HP:0008897	Growth retardation as children
C2674171	HPO	HP:0008909	Lethal short-limbed dwarfism
C3807306	HPO	HP:0008942	Rhabdomyolysis, acute
C1860834	HPO	HP:0008947	Hypotonia early
C1860834	HPO	HP:0008947	Hypotonia, early
C1866013	HPO	HP:0008948	Proximal muscle atrophy in upper limbs
C3805450	HPO	HP:0008962	Hypoplastic calf muscles
C1855579	HPO	HP:0008967	Muscle stiffness, exercise-induced
C1866010	HPO	HP:0008994	Muscle weakness, proximal, lower limbs
C0085684	HPO	HP:0009027	Foot drop
C0085684	HPO	HP:0009027	Footdrop
C4021526	HPO	HP:0009045	Rhabdomyolysis with exercise
C1837262	HPO	HP:0009058	Fat deposits in muscle fibers
C1836609	HPO	HP:0009063	Muscle weakness, distal, progressive
C0521532	HPO	HP:0009113	Diaphragmatic paraparesis
C0239830	HPO	HP:0009130	Hand muscle wasting, bilateral
C4021516	HPO	HP:0009172	Abnormality of the phalanges of the ring finger
C1836212	HPO	HP:0009177	Fifth finger symphalangism
C4021515	HPO	HP:0009179	Laterally displaced fifth finger
C4021514	HPO	HP:0009195	Stippling of the epiphyses of the metacarpals
C4021511	HPO	HP:0009213	Delta-shaped epiphysis of the middle phalanx of the 5th finger
C1842878	HPO	HP:0009237	Hypoplastic phalanges of the little finger
C1842878	HPO	HP:0009237	Short fifth finger
C4021506	HPO	HP:0009262	Bracket proximal epiphysis of the ring finger
C4021504	HPO	HP:0009274	Joint contractures of the fourth finger
C4021503	HPO	HP:0009276	Camptodactyly of the 4th finger
C4021502	HPO	HP:0009280	Hypoplastic/small 4th finger
C4021500	HPO	HP:0009284	Abnormality of the proximal phalanx of the ring finger
C4021470	HPO	HP:0009459	Small proximal middle-finger phalanx
C3554614	HPO	HP:0009463	Ulnar deviation of middle fingers
C1844709	HPO	HP:0009467	Radially deviated index finger
C1844709	HPO	HP:0009467	Second finger clinodactyly
C0158113	HPO	HP:0009473	Contractures involving the hands
C4021458	HPO	HP:0009515	Cone-shaped epiphyses of middle phalanx of index finger
C4021451	HPO	HP:0009540	Camptodactyly of index finger
C4021448	HPO	HP:0009543	Abnormality of middle 2nd finger phalanx
C4021444	HPO	HP:0009547	Wide/broad index finger phalanges
C4021433	HPO	HP:0009584	Lytic defects of proximal index finger phalanx
C4021429	HPO	HP:0009599	Abnormality of the epiphyses of the thumb
C4021429	HPO	HP:0009599	Abnormality of thumb epiphyses
C3179508	HPO	HP:0009601	Aplastic/hypoplastic thumbs
C4021428	HPO	HP:0009602	Abnormality of thumb phalanges
C4021427	HPO	HP:0009606	Duplication of terminal thumb phalanx
C1855091	HPO	HP:0009638	Hypoplastic/small proximal phalanx of the thumb
C1862313	HPO	HP:0009650	Short terminal thumb phalanx
C1862313	HPO	HP:0009650	Small terminal thumb phalanx
C4021414	HPO	HP:0009653	Curved phalanges of the thumb
C4021411	HPO	HP:0009660	Hypoplastic/small phalanges of the thumb
C4021402	HPO	HP:0009694	Small epiphyses of the thumb
C4021400	HPO	HP:0009699	Lytic defects of hand bones
C0265319	HPO	HP:0009720	Facial angiofibromas
C4021394	HPO	HP:0009739	Hypoplastic antihelix
C1856119	HPO	HP:0009765	Columella, low
C1856119	HPO	HP:0009765	Columella, low hanging
C1856119	HPO	HP:0009765	Low-hanging columella
C1854952	HPO	HP:0009769	Conical bullet-shaped distal ends of phalanges
C1527388	HPO	HP:0009775	Amniotic bands
C0238591	HPO	HP:0009776	Aphalangy
C0431890	HPO	HP:0009778	Small thumbs
C0546968	HPO	HP:0009795	Branchial cleft fistula
C0877165	HPO	HP:0009803	Phalangeal hypoplasia
C4021389	HPO	HP:0009808	Diaphyseal abnormality of the upper limbs
C0239399	HPO	HP:0009826	Hypoplasia involving bones of the extremities
C1861336	HPO	HP:0009835	Hypoplastic to absent terminal phalanges
C1850630	HPO	HP:0009836	Broad terminal phalanges
C1850630	HPO	HP:0009836	Broad, square ends of distal phalanges
C4021383	HPO	HP:0009844	Broad middle phalanges of finger
C1839829	HPO	HP:0009882	Brachytelophalangy
C1839829	HPO	HP:0009882	Hypoplasia of the distal phalanges of the hand
C1849343	HPO	HP:0009883	Partial/complete duplication of the distal phalanges of the hand
C1969237	HPO	HP:0009884	Tapered distal phalanges
C4021379	HPO	HP:0009897	Horizontal orientation of the crus of helix
C4021379	HPO	HP:0009897	Horizontal orientation of the ear crus
C2607947	HPO	HP:0009900	Deafness, unilateral
C4021376	HPO	HP:0009902	Notching of the ear helix
C0027961	HPO	HP:0009920	Congenital melanosis bulbi
C0152227	HPO	HP:0009926	Epiphora
C0265608	HPO	HP:0009944	Notching of thumb phalanges
C4021358	HPO	HP:0009975	Partial/complete duplication of the distal phalanx of the 4th finger
C4021353	HPO	HP:0009988	Partial/complete duplication of the distal phalanx of the 5th finger
C1850631	HPO	HP:0010041	Hypoplastic 3rd metacarpal
C1850631	HPO	HP:0010041	Small 3rd metacarpals
C1837084	HPO	HP:0010049	Shortening of metacarpals
C1867131	HPO	HP:0010055	Abnormally broad great toes
C4021335	HPO	HP:0010103	Hypoplastic/small distal phalanx of the hallux
C4021335	HPO	HP:0010103	Small distal phalanx of hallux
C1863382	HPO	HP:0010104	Aplasia of the 1st metatarsal
C1862159	HPO	HP:0010107	Small proximal phalanx of big toe
C1862159	HPO	HP:0010107	Small proximal phalanx of hallux
C4021330	HPO	HP:0010176	Curved phalanges of the toes
C4021329	HPO	HP:0010178	Patchy sclerosis of the phalanges of the toes
C4021321	HPO	HP:0010196	Bullet-shaped middle phalanges of the toes
C4021320	HPO	HP:0010197	Curved middle phalanges of the toes
C4021319	HPO	HP:0010199	Patchy sclerosis of the middle phalanges of the toes
C1857651	HPO	HP:0010234	Sclerotic ivory phalangeal epiphyses
C4021304	HPO	HP:0010237	Stippling of the epiphyses of the phalanges of the hand
C1860828	HPO	HP:0010259	Cone-shaped epiphyses of middle phalanges
C0027794	HPO	HP:0010301	Incomplete closure of the vertebral arch
C4021296	HPO	HP:0010327	Joint contractures of the 2nd toe
C4021291	HPO	HP:0010344	Displacement of the 5th toe
C4021283	HPO	HP:0010364	Patchy sclerosis of the phalanges of the 3rd toe
C4021279	HPO	HP:0010376	Patchy sclerosis of the phalanges of the 4th toe
C4021274	HPO	HP:0010403	Duplication of the proximal phalanx of the second toe
C4021269	HPO	HP:0010431	Short phalanx of the second toe
C4021267	HPO	HP:0010433	Short distal phalanx of the second toe
C0205929	HPO	HP:0010447	Fistula in ano
C0266190	HPO	HP:0010448	Large intestinal atresia
C4021259	HPO	HP:0010501	Limited knee movement
C0263417	HPO	HP:0010541	Cutis verticis gyrata
C4021253	HPO	HP:0010560	Wavy clavicles
C1849185	HPO	HP:0010569	Elevated levels of cholesta-5,7-dien-3beta-ol
C1708604	HPO	HP:0010603	Keratocysts of the jaw
C1858732	HPO	HP:0010620	Prominent malar region
C0376175	HPO	HP:0010628	VII th cranial nerve palsy
C4021240	HPO	HP:0010679	Elevated alkaline phosphatase, liver/bone/kidney
C4021239	HPO	HP:0010690	Mirror image dupliction of fingers
C4021238	HPO	HP:0010691	Mirror image dupliction of toes
C4021237	HPO	HP:0010698	Central pulverulent cataract
C0151669	HPO	HP:0010702	Increased gamma globulin
C2048011	HPO	HP:0010702	Increased immunoglobulin level
C4021230	HPO	HP:0010748	Abnormal position of the lacrimal punctum
C4021229	HPO	HP:0010763	Columella, low insertion
C4021228	HPO	HP:0010785	Gonadal neoplasia
C1856202	HPO	HP:0010806	Carp-like mouth
C3854181	HPO	HP:0010815	Sebaceous nevus
C4021218	HPO	HP:0010843	EEG: focal slow activity
C4021214	HPO	HP:0010854	EEG: generalised low amplitude activity
C0520474	HPO	HP:0010885	Aseptic bone necrosis
C0022682	HPO	HP:0010889	Lunatomalacia
C0392708	HPO	HP:0010972	Ineffective erythropoiesis
C0029464	HPO	HP:0011001	Increased bone density
C0205178	HPO	HP:0011009	Acute onset
C0581354	HPO	HP:0011108	Sinusitis, recurrent
C3875321	HPO	HP:0011123	Abnormal tendency to infections of the skin
C2677485	HPO	HP:0011136	Absent sweat glands
C4021195	HPO	HP:0011238	Antihelix, inferior crus, prominent
C4021195	HPO	HP:0011238	Hypertrophic inferior crus of antihelix
C4020910	HPO	HP:0011240	Hypertrophic antihelix stem
C4021191	HPO	HP:0011243	Abnormality of anterior crus of antihelix
C4013429	HPO	HP:0011272	Hypoplastic tragus
C0265624	HPO	HP:0011301	Apodia
C0426891	HPO	HP:0011304	Wide/broad thumb
C4021164	HPO	HP:0011318	Bilateral coronal craniosynostosis
C4020750	HPO	HP:0011394	Hypoplasia of the eighth cranial nerve
C0269852	HPO	HP:0011418	Vasa previa
C0000832	HPO	HP:0011419	Abruptio placentae
C0854520	HPO	HP:0011424	Hyperzincemia
C0271321	HPO	HP:0011457	Ciliary Madarosis
C4021147	HPO	HP:0011494	Generalised opacification of the cornea
C0265885	HPO	HP:0011593	Kommerell diverticulum
C4021139	HPO	HP:0011606	TGA IVS
C0221215	HPO	HP:0011622	Atrioventricular canal type ventricular septal defect
C0685707	HPO	HP:0011623	Type 4 ventricular septal defect
C1302264	HPO	HP:0011659	Tetralogy of Fallot with absent pulmonary valve syndrome
C1842820	HPO	HP:0011675	Cardiac conduction abnormalities
C0003811	HPO	HP:0011675	Irregular heart beat
C3165130	HPO	HP:0011681	Doubly committed ventricular septal defect
C3165130	HPO	HP:0011681	Supracristal ventricular septal defect
C0006384	HPO	HP:0011710	Bundle-branch block
C4021129	HPO	HP:0011721	Type 3 total anomalous pulmonary venous connection
C4021123	HPO	HP:0011753	Posterior pituitary dysplasia
C4018860	HPO	HP:0011760	Pituitary somatotropinoma
