hp_code	hp_term	mesh_code	mesh_term
HP:0012023	Galactosuria	NA	NA
HP:0100819	Intestinal fistula	NA	NA
HP:0012864	Abnormal sperm morphology	NA	NA
HP:0009879	Cortical gyral simplification	NA	NA
HP:0009183	Joint contracture of the 5th finger	NA	NA
HP:0000153	Abnormality of the mouth	D009056	Mouth Abnormality
HP:0005244	Gastrointestinal infarctions	NA	NA
HP:0100750	Atelectasis	NA	NA
HP:0001789	Hydrops fetalis	NA	NA
HP:0012343	Decreased serum ferritin	NA	NA
HP:0010702	Increased antibody level in blood	NA	NA
HP:0002506	Diffuse cerebral atrophy	NA	NA
HP:0001107	Ocular albinism	D016117	Albinism, Ocular
HP:0005397	Exaggerated cellular immune processes	NA	NA
HP:0011498	Partial aniridia	NA	NA
HP:0003302	Spondylolisthesis	D013168	Spondylolistheses
HP:0002868	Narrow iliac wings	NA	NA
HP:0002297	Red hair	NA	NA
HP:0001350	Slurred speech	NA	NA
HP:0010547	Muscle flaccidity	NA	NA
HP:0100031	Neoplasm of the thyroid gland	NA	NA
HP:0009776	Adactyly	NA	NA
HP:0100780	Conjunctival hamartoma	NA	NA
HP:0004768	Sparse anterior scalp hair	NA	NA
HP:0011203	EEG with abnormally slow frequencies	NA	NA
HP:0012844	Trichilemmoma	NA	NA
HP:0000957	Cafe-au-lait spot	D019080	Spots, Cafe-au-Lait
HP:0001557	Prenatal movement abnormality	NA	NA
HP:0200025	Mandibular pain	NA	NA
HP:0000077	Abnormality of the kidney	NA	NA
HP:0010832	Abnormality of pain sensation	NA	NA
HP:0010789	Abnormality of the Leydig cells	NA	NA
HP:0003282	Low alkaline phosphatase	NA	NA
HP:0001849	Oligodactyly (feet)	NA	NA
HP:0002113	Pulmonary infiltrates	NA	NA
HP:0001685	Myocardial fibrosis	NA	NA
HP:0003037	Enlarged joints	NA	NA
HP:0005135	EKG: T-wave abnormalities	NA	NA
HP:0001681	Angina pectoris	D000787	Stenocardias
HP:0012841	Retinal vascular tortuosity	NA	NA
HP:0003542	Increased serum pyruvate	NA	NA
HP:0005439	Maxillozygomatic hypoplasia	NA	NA
HP:0008220	Hypocortisolemia	NA	NA
HP:0100710	Impulsivity	D007175	Impulsivities
HP:0010624	Aplastic/hypoplastic toenail	NA	NA
HP:0008846	Severe intrauterine growth retardation	NA	NA
HP:0010850	EEG with spike-wave complexes	NA	NA
HP:0011761	Pituitary null cell adenoma	NA	NA
HP:0200114	Metabolic alkalosis	NA	NA
HP:0000705	Amelogenesis imperfecta	D000567	Amelogenesis Imperfecta
HP:0002270	Abnormality of the autonomic nervous system	NA	NA
HP:0000204	Cleft upper lip	NA	NA
HP:0004345	Abnormality of ganglioside metabolism	NA	NA
HP:0000591	Abnormality of the sclera	NA	NA
HP:0008997	Proximal muscle weakness in upper limbs	NA	NA
HP:0005220	Multiple intestinal neurofibromatosis	NA	NA
HP:0002897	Parathyroid adenoma	NA	NA
HP:0000842	Hyperinsulinemia	NA	NA
HP:0008066	Abnormal blistering of the skin	NA	NA
HP:0010786	Urinary tract neoplasm	NA	NA
HP:0001671	Abnormality of the cardiac septa	D006343	Septal Defects, Heart
HP:0001852	Sandal gap	NA	NA
HP:0001161	Hand polydactyly	NA	NA
HP:0005008	Large joint dislocations	NA	NA
HP:0030595	Abnormal static automated perimetry test	NA	NA
HP:0000587	Abnormality of the optic nerve	NA	NA
HP:0001873	Thrombocytopenia	NA	NA
HP:0030502	Retinoschisis	NA	NA
HP:0000987	Atypical scarring of skin	NA	NA
HP:0011170	Myoclonic atonic seizures	NA	NA
HP:0011658	Double outlet right ventricle with subpulmonary ventricular septal defect without pulmonary stenosis	NA	NA
HP:0002152	Hyperproteinemia	NA	NA
HP:0002275	Poor motor coordination	NA	NA
HP:0011801	Enlargement of parotid gland	NA	NA
HP:0002883	Hyperventilation	D006985	Hyperventilations
HP:0100672	Vaginal hernia	NA	NA
HP:0007330	Frontal encephalocele	NA	NA
HP:0100571	Cardiac diverticulum	NA	NA
HP:0000189	Narrow palate	NA	NA
HP:0002986	Radial bowing	NA	NA
HP:0010574	Abnormality of the epiphysis of the femoral head	NA	NA
HP:0005506	Chronic myelogenous leukemia	D015464	Philadelphia-Positive Myeloid Leukemias
HP:0011274	Recurrent mycobacterial infections	NA	NA
HP:0002086	Abnormality of the respiratory system	NA	NA
HP:0001388	Joint laxity	NA	NA
HP:0004378	Abnormality of the anus	NA	NA
HP:0100735	Hypertensive crisis	NA	NA
HP:0000615	Abnormality of the pupil	NA	NA
HP:0100524	Limb duplication	NA	NA
HP:0011229	Broad eyebrow	NA	NA
HP:0000947	Dumbbell-shaped long bone	NA	NA
HP:0100557	Hemiatrophy of lower limb	NA	NA
HP:0001238	Slender finger	NA	NA
HP:0002442	Dyscalculia	NA	NA
HP:0100275	Diffuse cerebellar atrophy	NA	NA
HP:0001680	Coarctation of aorta	NA	NA
HP:0000303	Mandibular prognathia	NA	NA
HP:0005592	Giant melanosomes in melanocytes	NA	NA
HP:0001922	Vacuolated lymphocytes	NA	NA
HP:0000205	Pursed lips	NA	NA
HP:0001195	Single umbilical artery	D058529	Umbilical Artery, Single
HP:0005656	Positional foot deformity	NA	NA
HP:0010976	B lymphocytopenia	NA	NA
HP:0001010	Hypopigmentation of the skin	D017496	Hypomelanoses
HP:0010662	Abnormality of the diencephalon	NA	NA
HP:0100818	Long thorax	NA	NA
HP:0100781	Abnormality of the sacroiliac joint	NA	NA
HP:0040016	Prominent coccyx	NA	NA
HP:0011524	Iris melanoma	NA	NA
HP:0001118	Juvenile cataract	NA	NA
HP:0010617	Cardiac fibroma	NA	NA
HP:0001640	Cardiomegaly	NA	NA
HP:0009540	Contracture of the proximal interphalangeal joint of the 2nd finger	NA	NA
HP:0000916	Broad clavicles	NA	NA
HP:0001059	Pterygium	D011625	Pterygiums
HP:0006740	Transitional cell carcinoma of the bladder	NA	NA
HP:0005288	Abnormality of the nares	NA	NA
HP:0008942	Acute rhabdomyolysis	NA	NA
HP:0003115	Abnormal EKG	NA	NA
HP:0000612	Iris coloboma	NA	NA
HP:0003489	Acute episodes of neuropathic symptoms	NA	NA
HP:0003200	Ragged-red muscle fibers	NA	NA
HP:0005743	Avascular necrosis of the capital femoral epiphysis	D007873	Osteochondritis Deforman
HP:0000309	Abnormality of the midface	NA	NA
HP:0001717	Coronary artery calcification	NA	NA
HP:0002354	Memory impairment	NA	NA
HP:0001258	Spastic paraplegia	NA	NA
HP:0003259	Elevated serum creatinine	NA	NA
HP:0001155	Abnormality of the hand	D006226	Deformity, Hand
HP:0001287	Meningitis	NA	NA
HP:0008208	Parathyroid hyperplasia	NA	NA
HP:0003707	Calf muscle pseudohypertrophy	NA	NA
HP:0001308	Tongue fasciculations	NA	NA
HP:0001888	Lymphopenia	D008231	Lymphopenias
HP:0100795	Abnormally straight spine	NA	NA
HP:0005988	Congenital muscular torticollis	NA	NA
HP:0004386	Gastrointestinal inflammation	NA	NA
HP:0002181	Cerebral edema	NA	NA
HP:0000966	Hypohidrosis	NA	NA
HP:0002138	Subarachnoid hemorrhage	NA	NA
HP:0002979	Bowing of the legs	D056305	Leg, Bow
HP:0007506	Congenital absence of skin of limbs	NA	NA
HP:0000485	Megalocornea	C562829	Megalocornea
HP:0003287	Abnormality of mitochondrial metabolism	NA	NA
HP:0008153	Periodic hypokalemic paresis	NA	NA
HP:0000567	Chorioretinal coloboma	NA	NA
HP:0000356	Abnormality of the outer ear	NA	NA
HP:0000402	Stenosis of the external auditory canal	NA	NA
HP:0002024	Malabsorption	NA	NA
HP:0002829	Arthralgia	NA	NA
HP:0100792	Acantholysis	NA	NA
HP:0002896	Neoplasm of the liver	D008113	Hepatocellular Cancers
HP:0011502	Posterior lenticonus	NA	NA
HP:0002566	Intestinal malrotation	C562456	Volvulus Of Midgut
HP:0002069	Generalized tonic-clonic seizures	NA	NA
HP:0012281	Chylous ascites	NA	NA
HP:0010829	Impaired temperature sensation	NA	NA
HP:0008000	Decreased corneal reflex	NA	NA
HP:0001007	Hirsutism	D006628	Hirsutism
HP:0000501	Glaucoma	D005901	Glaucomas
HP:0003527	Hyperprostaglandinuria	NA	NA
HP:0000934	Chondrocalcinosis	NA	NA
HP:0000896	Rib exostoses	NA	NA
HP:0002752	Sparse bone trabeculae	NA	NA
HP:0005199	Aplasia of the abdominal wall musculature	NA	NA
HP:0010312	Asymmetry of the breasts	C565299	Anisomastia
HP:0002244	Abnormality of the small intestine	NA	NA
HP:0002652	Skeletal dysplasia	NA	NA
HP:0006714	Aplasia/Hypoplasia of the sternum	NA	NA
HP:0000136	Bifid uterus	NA	NA
HP:0000548	Cone-rod dystrophy	NA	NA
HP:0001831	Short toe	NA	NA
HP:0100676	Vaginal lymphocele	NA	NA
HP:0002061	Lower limb spasticity	NA	NA
HP:0010612	Plantar pits	NA	NA
HP:0001272	Cerebellar atrophy	NA	NA
HP:0000271	Abnormality of the face	NA	NA
HP:0100694	Tibial torsion	NA	NA
HP:0001662	Bradycardia	D001919	Bradycardias
HP:0000905	Progressive clavicular acroosteolysis	NA	NA
HP:0002907	Microscopic hematuria	NA	NA
HP:0008697	Hypoplasia of the fallopian tube	NA	NA
HP:0007354	Amyotrophic lateral sclerosis	NA	NA
HP:0000968	Ectodermal dysplasia	NA	NA
HP:0000444	Convex nasal ridge	NA	NA
HP:0000832	Primary hypothyroidism	NA	NA
HP:0001572	Macrodontia	NA	NA
HP:0002762	Multiple exostoses	D005097	Multiple Cartilaginous Exostosis
HP:0007270	Atypical absence seizures	NA	NA
HP:0006879	Pontocerebellar atrophy	NA	NA
HP:0002205	Recurrent respiratory infections	NA	NA
HP:0000045	Abnormality of the scrotum	NA	NA
HP:0030142	Abnormal bowel sounds	NA	NA
HP:0005421	Decreased serum complement C3	NA	NA
HP:0000364	Hearing abnormality	NA	NA
HP:0000579	Nasolacrimal duct obstruction	NA	NA
HP:0005345	Abnormality of the vena cava	NA	NA
HP:0006597	Diaphragmatic paralysis	D012133	Respiratory Muscle Paralysis
HP:0012448	Delayed myelination	NA	NA
HP:0100799	Neoplasm of the middle ear	NA	NA
HP:0010562	Keloids	D007627	Keloids
HP:0012090	Abnormality of pancreas morphology	NA	NA
HP:0002254	Intermittent diarrhea	NA	NA
HP:0100607	Dysmenorrhea	D004412	Painful Menstruations
HP:0001324	Muscle weakness	NA	NA
HP:0003311	Hypoplasia of the odontoid process	NA	NA
HP:0012887	Ovarian serous cystadenoma	NA	NA
HP:0004926	Orthostatic hypotension due to autonomic dysfunction	NA	NA
HP:0000977	Soft skin	NA	NA
HP:0100615	Ovarian neoplasm	NA	NA
HP:0001379	Degenerative joint disease	NA	NA
HP:0010754	Abnormality of the temporomandibular joint	NA	NA
HP:0004979	Metaphyseal sclerosis	NA	NA
HP:0008341	Distal renal tubular acidosis	NA	NA
HP:0000098	Tall stature	NA	NA
HP:0001336	Myoclonus	NA	NA
HP:0001875	Neutropenia	NA	NA
HP:0003683	Large beaked nose	NA	NA
HP:0012705	Abnormal metabolic brain imaging by MRS	NA	NA
HP:0001678	Atrioventricular block	NA	NA
HP:0000989	Pruritus	D011537	Pruritus
HP:0100616	Testicular teratoma	C562472	Teratoma, Testicular
HP:0002197	Generalized seizures	NA	NA
HP:0000939	Osteoporosis	NA	NA
HP:0002073	Progressive cerebellar ataxia	NA	NA
HP:0008890	Severe short-limb dwarfism	NA	NA
HP:0000015	Bladder diverticulum	C562406	Bladder Diverticulum
HP:0002668	Paraganglioma	D010235	Paragangliomas, Gangliocytic
HP:0002546	Incomprehensible speech	NA	NA
HP:0005048	Synostosis of carpal bones	NA	NA
HP:0004890	Elevated pulmonary artery pressure	NA	NA
HP:0006482	Abnormality of dental morphology	NA	NA
HP:0100534	Episcleritis	NA	NA
HP:0100779	Urogenital sinus anomaly	NA	NA
HP:0010727	Spontaneous rupture of the globe	NA	NA
HP:0008366	Contractures involving the joints of the feet	NA	NA
HP:0000660	Lipemia retinalis	NA	NA
HP:0000389	Chronic otitis media	NA	NA
HP:0100721	Mediastinal lymphadenopathy	NA	NA
HP:0011987	Ectopic ossification in muscle tissue	NA	NA
HP:0000029	Testicular atrophy	NA	NA
HP:0000538	Pseudopapilledema	C562401	Pseudopapilledema
HP:0000767	Pectus excavatum	NA	NA
HP:0001629	Ventricular septal defect	D006345	Intraventricular Septal Defect
HP:0030353	Decreased serum insulin-like growth factor 1	NA	NA
HP:0100797	Toenail dysplasia	NA	NA
HP:0007390	Hyperkeratosis with erythema	NA	NA
HP:0003073	Hypoalbuminemia	D034141	Hypoalbuminemia
HP:0100800	Aplasia/Hypoplasia of the pancreas	NA	NA
HP:0002427	Motor aphasia	NA	NA
HP:0100545	Arterial stenosis	NA	NA
HP:0006159	Mesoaxial hand polydactyly	NA	NA
HP:0001212	Prominent fingertip pads	NA	NA
HP:0000470	Short neck	NA	NA
HP:0007325	Generalized dystonia	NA	NA
HP:0003048	Radial head subluxation	NA	NA
HP:0045017	Congenital malformation of the left heart	NA	NA
HP:0004396	Poor appetite	NA	NA
HP:0001597	Abnormality of the nail	NA	NA
HP:0012740	Papilloma	NA	NA
HP:0008362	Aplasia/Hypoplasia of the hallux	NA	NA
HP:0002380	Fasciculations	NA	NA
HP:0100660	Dyskinesia	NA	NA
HP:0010109	Short hallux	NA	NA
HP:0005588	Patchy palmoplantar keratoderma	NA	NA
HP:0011232	Infra-orbital fold	NA	NA
HP:0100295	Muscle fiber atrophy	NA	NA
HP:0008726	Hypoplasia of the vagina	NA	NA
HP:0009754	Fibrous syngnathia	NA	NA
HP:0000872	Hashimoto thyroiditis	D050031	Thyroiditis, Hashimoto
HP:0000750	Delayed speech and language development	NA	NA
HP:0012075	Personality disorder	NA	NA
HP:0100257	Ectrodactyly	NA	NA
HP:0004931	Arteriosclerosis of small cerebral arteries	NA	NA
HP:0005059	Arthralgia/arthritis	NA	NA
HP:0000174	Abnormality of the palate	NA	NA
HP:0100598	Pulmonary edema	D011654	Wet Lungs
HP:0008200	Primary hyperparathyroidism	D049950	Primary Hyperparathyroidisms
HP:0000602	Ophthalmoplegia	NA	NA
HP:0003508	Proportionate short stature	NA	NA
HP:0008497	Congenital craniofacial dysostosis	NA	NA
HP:0002383	Encephalitis	NA	NA
HP:0011847	Giant cell tumor of bone	D018212	Giant Cell Tumor of Bone
HP:0100309	Subdural hemorrhage	NA	NA
HP:0000902	Rib fusion	NA	NA
HP:0000193	Bifid uvula	NA	NA
HP:0004428	Elfin facies	NA	NA
HP:0003886	Wide humerus	NA	NA
HP:0100493	Hypoammonemia	NA	NA
HP:0010536	Central sleep apnea	NA	NA
HP:0001798	Anonychia	C536377	Anonychia congenita
HP:0001504	Metacarpal osteolysis	NA	NA
HP:0010508	Metatarsus valgus	NA	NA
HP:0007642	Congenital stationary night blindness	NA	NA
HP:0040085	Abnormal circulating aldosterone	NA	NA
HP:0010970	Blood group antigen abnormality	NA	NA
HP:0010290	Short hard palate	NA	NA
HP:0002487	Hyperkinesis	NA	NA
HP:0003207	Arterial calcification	NA	NA
HP:0011168	Eyelid myoclonias	NA	NA
HP:0000268	Dolichocephaly	NA	NA
HP:0002149	Hyperuricemia	D033461	Hyperuricemia
HP:0001800	Hypoplastic toenails	NA	NA
HP:0012378	Fatigue	NA	NA
HP:0006660	Aplastic clavicles	NA	NA
HP:0003223	Decreased methylcobalamin	NA	NA
HP:0002510	Spastic tetraplegia	NA	NA
HP:0003380	Decreased number of peripheral myelinated nerve fibers	NA	NA
HP:0004389	Intestinal pseudo-obstruction	NA	NA
HP:0002271	Autonomic dysregulation	NA	NA
HP:0012190	T-cell lymphoma	D016399	T-Cell Lymphomas
HP:0010493	Long metacarpals	NA	NA
HP:0012123	Posterior uveitis	D015866	Posterior Uveitis
HP:0000072	Hydroureter	NA	NA
HP:0005245	Intestinal hypoplasia	NA	NA
HP:0006256	Abnormality of hand joint mobility	NA	NA
HP:0003405	Diffuse axonal swelling	NA	NA
HP:0000913	Posterior rib fusion	NA	NA
HP:0005912	Biliary atresia	NA	NA
HP:0006236	Slender metacarpals	NA	NA
HP:0008187	Absence of secondary sex characteristics	NA	NA
HP:0004209	Clinodactyly of the 5th finger	NA	NA
HP:0000684	Delayed eruption of teeth	NA	NA
HP:0000365	Hearing impairment	NA	NA
HP:0040196	Mild microcephaly	NA	NA
HP:0012244	Abnormal sex determination	NA	NA
HP:0001341	Olfactory lobe agenesis	NA	NA
HP:0003396	Syringomyelia	NA	NA
HP:0004444	Spherocytosis	NA	NA
HP:0003040	Arthropathy	D007592	Joint Disease
HP:0008703	Gonadal calcification	NA	NA
HP:0006584	Small abnormally formed scapulae	NA	NA
HP:0000476	Cystic hygroma	D018191	Hygroma Colli, Cystic
HP:0000284	Abnormality of the ocular region	NA	NA
HP:0002107	Pneumothorax	NA	NA
HP:0001669	Transposition of the great arteries	NA	NA
HP:0011842	Abnormality of skeletal morphology	NA	NA
HP:0007605	Excessive wrinkling of palmar skin	NA	NA
HP:0001732	Abnormality of the pancreas	NA	NA
HP:0100838	Recurrent cutaneous abscess formation	NA	NA
HP:0011134	Low-grade fever	NA	NA
HP:0006870	Lobar holoprosencephaly	NA	NA
HP:0006487	Bowing of the long bones	NA	NA
HP:0010314	Premature thelarche	NA	NA
HP:0000445	Wide nose	NA	NA
HP:0005263	Gastritis	D005756	Gastritides
HP:0010975	Abnormality of B cell number	NA	NA
HP:0002549	Deficit in phonologic short-term memory	NA	NA
HP:0005353	Susceptibility to herpesvirus	NA	NA
HP:0007108	Demyelinating peripheral neuropathy	NA	NA
HP:0000736	Short attention span	NA	NA
HP:0100245	Desmoid tumors	D018222	Aggressive Fibromatosis
HP:0000030	Testicular gonadoblastoma	NA	NA
HP:0001894	Thrombocytosis	NA	NA
HP:0005900	Fifth metacarpal with ulnar notch	NA	NA
HP:0030087	Abnormal testosterone level	NA	NA
HP:0005335	Sleepy facial expression	NA	NA
HP:0009824	Upper limb undergrowth	NA	NA
HP:0001803	Nail pits	NA	NA
HP:0030047	Abnormality of lateral ventricle	NA	NA
HP:0000603	Central scotoma	NA	NA
HP:0008936	Muscular hypotonia of the trunk	NA	NA
HP:0002049	Proximal renal tubular acidosis	NA	NA
HP:0001876	Pancytopenia	D010198	Pancytopenias
HP:0000912	Sprengel anomaly	C535802	Sprengel deformity
HP:0000511	Vertical supranuclear gaze palsy	NA	NA
HP:0010523	Alexia	NA	NA
HP:0011902	Abnormal hemoglobin	NA	NA
HP:0002654	Multiple epiphyseal dysplasia	NA	NA
HP:0002970	Genu varum	D056305	Leg, Bow
HP:0005916	Abnormal metacarpal morphology	NA	NA
HP:0000531	Corneal crystals	NA	NA
HP:0012631	Pigment deposition in the trabecular meshwork	NA	NA
HP:0004937	Pulmonary artery aneurysm	NA	NA
HP:0002370	Poor coordination	NA	NA
HP:0012317	Sacroiliac arthritis	C563037	Arthritis, Sacroiliac
HP:0008800	Limited hip movement	NA	NA
HP:0004398	Peptic ulcer	NA	NA
HP:0002250	Abnormality of the large intestine	NA	NA
HP:0000027	Azoospermia	D053713	Azoospermia
HP:0010830	Impaired tactile sensation	NA	NA
HP:0003423	Thoracolumbar kyphoscoliosis	NA	NA
HP:0007302	Bipolar affective disorder	NA	NA
HP:0006532	Recurrent pneumonia	NA	NA
HP:0001709	Third degree atrioventricular block	NA	NA
HP:0011265	Cleft earlobe	NA	NA
HP:0004510	Pancreatic islet-cell hyperplasia	NA	NA
HP:0011443	Abnormality of coordination	NA	NA
HP:0012443	Abnormality of brain morphology	NA	NA
HP:0007759	Opacification of the corneal stroma	NA	NA
HP:0000623	Supranuclear ophthalmoplegia	NA	NA
HP:0003452	Increased serum iron	NA	NA
HP:0000453	Choanal atresia	D002754	Choanal Atresias
HP:0005686	Patchy osteosclerosis	NA	NA
HP:0011627	Aorto-ventricular tunnel	NA	NA
HP:0000307	Pointed chin	NA	NA
HP:0008445	Cervical spinal canal stenosis	NA	NA
HP:0000035	Abnormality of the testis	NA	NA
HP:0001263	Global developmental delay	NA	NA
HP:0007814	Salt and pepper retinopathy	NA	NA
HP:0005758	Basilar impression	D010985	Impression, Basilar
HP:0002187	Intellectual disability, profound	NA	NA
HP:0001217	Clubbing	NA	NA
HP:0010804	Tented upper lip vermilion	NA	NA
HP:0012041	Decreased fertility in males	NA	NA
HP:0006441	Lateral humeral condyle aplasia	NA	NA
HP:0000320	Bird-like facies	NA	NA
HP:0005310	Large vessel vasculitis	NA	NA
HP:0010585	Small epiphyses	NA	NA
HP:0012720	Neoplasm of the nose	NA	NA
HP:0008258	Congenital adrenal hyperplasia	D000312	Hyperplasias, Congenital Adrenal
HP:0002031	Abnormality of the esophagus	NA	NA
HP:0005328	Progeroid facial appearance	NA	NA
HP:0006439	Radioulnar dislocation	NA	NA
HP:0001349	Facial diplegia	NA	NA
HP:0012221	Pretibial blistering	C535494	Epidermolysis bullosa, pretibial
HP:0007529	Hidrotic ectodermal dysplasia	NA	NA
HP:0001302	Pachygyria	NA	NA
HP:0011496	Corneal neovascularization	D016510	Angiogenesis, Corneal
HP:0000744	Low frustration tolerance	NA	NA
HP:0000090	Nephronophthisis	NA	NA
HP:0008655	Aplasia/Hypoplasia of the fallopian tube	NA	NA
HP:0012815	Hypoplastic female external genitalia	NA	NA
HP:0002558	Supernumerary nipple	C562557	Polythelia, Familial
HP:0005113	Dilatation of the aortic arch	NA	NA
HP:0001747	Accessory spleen	NA	NA
HP:0005871	Metaphyseal chondrodysplasia	NA	NA
HP:0005550	Chronic lymphatic leukemia	D015451	Lymphocytic Leukemias, Chronic
HP:0000894	Short clavicles	NA	NA
HP:0001092	Absent lacrimal punctum	NA	NA
HP:0010481	Urethral valve	NA	NA
HP:0003154	Increased circulating ACTH level	NA	NA
HP:3000040	Abnormality of ethmoid sinus	NA	NA
HP:0002586	Peritonitis	NA	NA
HP:0010580	Enlarged epiphyses	NA	NA
HP:0001870	Acroosteolysis of distal phalanges (feet)	NA	NA
HP:0007522	Increased number of skin folds	NA	NA
HP:0003473	Fatigable weakness	NA	NA
HP:0003763	Bruxism	D002012	Grinding Disorders, Teeth
HP:0005134	Absence of the pulmonary valve	NA	NA
HP:0003184	Decreased hip abduction	NA	NA
HP:0002747	Respiratory insufficiency due to muscle weakness	NA	NA
HP:0011892	Vitamin K deficiency	D014813	Vitamin K Deficiencies
HP:0002381	Aphasia	NA	NA
HP:0012520	Perivascular spaces	NA	NA
HP:0100521	Neoplasm of the thymus	NA	NA
HP:0001641	Abnormality of the pulmonary valve	NA	NA
HP:0002371	Loss of speech	NA	NA
HP:0007065	Disorganization of the anterior cerebellar vermis	NA	NA
HP:0000414	Bulbous nose	NA	NA
HP:0001156	Brachydactyly syndrome	D059327	Brachydactylies
HP:0011002	Osteopetrosis	NA	NA
HP:0002085	Occipital encephalocele	NA	NA
HP:0002891	Uterine leiomyosarcoma	NA	NA
HP:0005407	Decreased number of CD4+ T cells	NA	NA
HP:0030391	Spoken Word Recognition Deficit	NA	NA
HP:0100299	Muscle fiber inclusion bodies	NA	NA
HP:0009826	Limb undergrowth	NA	NA
HP:0011967	Hypocupremia	NA	NA
HP:0001634	Mitral valve prolapse	D008945	Syndrome, Click-Murmur
HP:0010822	Scintillating scotoma	NA	NA
HP:0004954	Descending aortic aneurysm	NA	NA
HP:0011804	Abnormality of muscle physiology	NA	NA
HP:0001320	Cerebellar vermis hypoplasia	NA	NA
HP:0000233	Thin vermilion border	NA	NA
HP:0007272	Progressive psychomotor deterioration	NA	NA
HP:0100823	Genital hernia	NA	NA
HP:0000812	Abnormal internal genitalia	NA	NA
HP:0004635	Cervical vertebrae fusion (C5/C6)	NA	NA
HP:0009193	Pseudoepiphyses of the metacarpals	NA	NA
HP:0011127	Perioral eczema	NA	NA
HP:0011730	Abnormality of central sensory function	NA	NA
HP:0001052	Nevus flammeus	D019339	Stains, Port-Wine
HP:0002808	Kyphosis	NA	NA
HP:0001305	Dandy-Walker malformation	NA	NA
HP:0000601	Hypotelorism	NA	NA
HP:0011506	Choroidal neovascularization of the macula	NA	NA
HP:0000316	Hypertelorism	D006972	Hypertelorisms
HP:0012110	Hypoplasia of the pons	NA	NA
HP:0006585	Congenital pseudoarthrosis of the clavicle	NA	NA
HP:0010524	Agnosia	NA	NA
HP:0002028	Chronic diarrhea	NA	NA
HP:0003353	Propionyl-CoA carboxylase deficiency	NA	NA
